,7/1/2018,7/2/2018,7/3/2018,7/4/2018,7/5/2018,7/6/2018,7/7/2018,7/8/2018,7/9/2018,7/10/2018,7/11/2018,7/12/2018,7/13/2018,7/14/2018,7/15/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/21/2018,7/22/2018,7/23/2018,7/24/2018,7/25/2018,7/26/2018,7/27/2018,7/28/2018,7/29/2018,7/30/2018,7/31/2018
10:00,26044.618000,32156.833167,32509.423333,32568.616000,32133.986333,32374.383167,28818.888833,25558.533000,32842.439833,33051.504333,29229.597667,33105.034500,33271.330000,29036.931333,26151.614000,33151.070000,34079.903333,34237.283833,34505.571667,33882.343000,29140.767000,26574.630500,32833.181500,33937.064667,33852.270667,33778.734500,33992.526667,29286.367167,26481.065000,33931.048167,34758.170000
11:00,26897.744000,32811.315000,33376.813667,33009.627667,32846.894000,33343.637500,29782.959667,26595.929000,33593.549167,33848.934333,30189.128500,33881.071667,34156.206833,30096.275167,26975.995167,34166.261000,35095.469167,35165.615333,35573.644167,34736.446333,30169.204833,27537.555500,33514.225333,34834.164667,34679.477500,34839.695167,34964.751667,30320.468833,27462.434167,34907.743333,35650.422000
12:00,27469.791833,31382.197167,31873.538500,31584.397500,31472.910333,32324.090000,29457.250667,26904.045333,32589.742333,32689.953333,29575.980167,32513.379667,33278.292000,30199.771500,27274.121500,33121.928167,34073.231833,34290.080833,34679.076500,33827.026000,30019.808167,27747.407667,32248.700500,34002.773333,33709.545667,33866.305667,33934.731667,30171.823667,28096.028833,33961.953500,34733.902167
13:00,27923.403667,32448.356167,33498.577667,32955.870333,32497.567667,33743.532833,29923.941667,27228.782333,34255.372167,34029.383833,30683.086667,34020.082833,34474.341833,30933.202667,27608.297000,34588.128333,35526.247000,35881.652500,36232.525667,35176.553167,30835.473333,28283.935167,33536.189500,35457.479500,34990.682000,35192.791167,35232.191500,30957.226167,28601.641333,35775.562333,36319.904833
14:00,27701.492833,32671.892333,33773.327167,33498.289000,32954.204833,34116.476167,29474.259000,27244.084667,34662.561333,34296.555333,30907.337333,34167.485500,34688.460000,30850.262833,27691.170500,34864.994833,35757.431667,36051.783500,36395.945000,35324.918500,30527.698167,27954.044833,33928.558167,35332.195333,35380.234500,35523.333667,34946.133167,31022.112500,28540.703333,36038.770500,36596.584500
15:00,27508.844500,32608.810000,33692.594333,33494.794500,32701.748000,33773.754833,28970.680000,26832.323833,34397.830667,33546.027667,30730.292833,34145.800000,34377.816000,30384.473167,27541.064167,34480.941000,35543.430833,35804.964000,35878.402333,34878.192500,30076.132667,27447.548500,34028.034667,34627.607000,34857.123500,35332.084000,34559.758667,30548.141333,28330.926667,35769.137500,36165.797000
16:00,27307.789667,32381.894333,33549.033167,33367.214167,32653.250167,33302.699000,28891.362333,26670.284833,34079.270833,31718.990000,30658.152667,33927.158667,33861.807333,29867.485000,27169.342333,34309.663833,35107.456833,35290.979667,35465.642833,34343.465500,29874.817833,27331.796500,33906.658833,34176.081500,34626.928833,34893.677167,33923.646500,30216.466333,28097.306833,35354.123833,35717.752167
17:00,27478.441000,31634.296167,32588.816333,32336.018000,32063.063333,32160.523167,28396.644000,26910.097500,33066.971667,30698.649833,30349.571000,32990.905167,32749.510667,29202.422000,27324.808000,33271.370167,34099.148333,34071.049667,34387.235500,33243.325167,29166.425667,27516.727500,33105.964833,33355.146500,33456.918333,33759.527500,32938.626167,29759.474833,28187.290167,34185.145667,34564.398167
18:00,27790.702167,31512.925667,32520.671167,32167.208333,32067.920333,32082.093500,28435.143000,27430.081167,32648.861500,30505.993000,30486.222667,32747.073167,32483.113333,29198.902833,27776.243333,33043.866167,33952.386167,33842.864667,33969.446667,32874.391333,29281.951667,27947.386500,32965.447167,33138.613833,33295.888000,33709.040167,32730.221167,29976.880167,28643.902000,33900.729000,34550.485667
19:00,28464.291833,31792.023000,32775.975500,32557.427667,32232.573500,32340.323667,28973.986500,28397.356833,32845.606500,30804.731000,30934.374833,33066.840000,32819.291833,29886.068167,28699.906667,33464.640167,34497.290000,34126.010333,34358.773667,33198.047333,29873.689333,28830.239333,33435.540000,33264.832500,33668.817167,34123.687833,32995.103500,30593.310000,29717.721833,34314.038833,34986.853167
20:00,28697.183333,31246.516667,32006.450000,31990.033333,31639.250000,31747.033333,28764.700000,28614.416667,32254.650000,30250.483333,30638.183333,32441.000000,32333.650000,29768.066667,28992.866667,32880.266667,33894.283333,33625.300000,33673.666667,32720.183333,30026.000000,29020.566667,32827.566667,32658.916667,33017.850000,33536.000000,32427.100000,30589.933333,30204.216667,33904.683333,34476.416667
21:00,28646.750000,30441.416667,31090.616667,31064.816667,30675.633333,30958.133333,28445.766667,28491.516667,31417.633333,29533.733333,30127.650000,31504.050000,31399.600000,29552.933333,29035.200000,31995.266667,33170.583333,32890.616667,32776.150000,31969.350000,29731.483333,28844.683333,32065.583333,31624.916667,32040.500000,32705.683333,31536.450000,30355.516667,30321.350000,33227.233333,33754.733333
22:00,27841.566667,29432.683333,29870.700000,30012.483333,29649.450000,30086.900000,27637.683333,27860.683333,30562.216667,28638.566667,29225.916667,30555.433333,30658.500000,29041.000000,28504.316667,31122.216667,32055.233333,31867.200000,31762.683333,31078.616667,28964.966667,28073.000000,31036.700000,30575.800000,31067.716667,31805.883333,30579.450000,29843.333333,29722.483333,32450.550000,32900.450000
23:00,26766.250000,28311.416667,28743.466667,28834.450000,28618.733333,29065.366667,26667.216667,26777.183333,29554.983333,27827.483333,28235.916667,29530.016667,29736.966667,28087.350000,27411.516667,30264.383333,31048.833333,31003.066667,30763.050000,30146.066667,28219.633333,27052.466667,29960.983333,29572.766667,29955.683333,30804.283333,29656.900000,28826.816667,28775.200000,31479.083333,32028.350000
