taipei_time,averaged_t2m,averaged_ssrd_w_m2
2022-07-01 00:00:00,295.5004,0.0
2022-07-01 01:00:00,295.2078,0.0
2022-07-01 02:00:00,295.171,0.0
2022-07-01 03:00:00,295.1648,0.0
2022-07-01 04:00:00,295.0096,0.0
2022-07-01 05:00:00,294.981,0.0
2022-07-01 06:00:00,295.211,24.733334
2022-07-01 07:00:00,296.83664,149.27167
2022-07-01 08:00:00,298.00595,340.40167
2022-07-01 09:00:00,298.82965,501.146
2022-07-01 10:00:00,299.17557,609.59973
2022-07-01 11:00:00,299.28574,627.60767
2022-07-01 12:00:00,299.09378,658.3611
2022-07-01 13:00:00,298.71008,561.5867
2022-07-01 14:00:00,298.4823,488.34723
2022-07-01 15:00:00,298.5456,431.31888
2022-07-01 16:00:00,298.14865,300.72974
2022-07-01 17:00:00,297.68292,210.45723
2022-07-01 18:00:00,297.0437,83.666664
2022-07-01 19:00:00,296.5327,14.176945
2022-07-01 20:00:00,296.09772,0.0
2022-07-01 21:00:00,295.7204,0.0
2022-07-01 22:00:00,295.60437,0.0
2022-07-01 23:00:00,295.46616,0.0
2022-07-02 00:00:00,295.2765,0.0
2022-07-02 01:00:00,295.1535,0.0
2022-07-02 02:00:00,295.04556,0.0
2022-07-02 03:00:00,294.88663,0.0
2022-07-02 04:00:00,294.9016,0.0
2022-07-02 05:00:00,294.90836,0.0
2022-07-02 06:00:00,295.04108,9.694445
2022-07-02 07:00:00,295.8316,68.88333
2022-07-02 08:00:00,296.32852,153.98
2022-07-02 09:00:00,296.95856,241.15486
2022-07-02 10:00:00,297.50015,351.65784
2022-07-02 11:00:00,297.3614,342.5477
2022-07-02 12:00:00,297.17365,354.7193
2022-07-02 13:00:00,296.87057,238.95305
2022-07-02 14:00:00,296.72406,193.01028
2022-07-02 15:00:00,297.35855,292.6447
2022-07-02 16:00:00,297.31467,196.50237
2022-07-02 17:00:00,297.08133,132.70486
2022-07-02 18:00:00,296.75906,84.72972
2022-07-02 19:00:00,296.3079,15.878612
2022-07-02 20:00:00,295.9348,0.0
2022-07-02 21:00:00,295.63583,0.0
2022-07-02 22:00:00,295.21216,0.0
2022-07-02 23:00:00,295.00797,0.0
2022-07-03 00:00:00,294.8828,0.0
2022-07-03 01:00:00,294.78076,0.0
2022-07-03 02:00:00,294.6953,0.0
2022-07-03 03:00:00,294.80933,0.0
2022-07-03 04:00:00,294.64688,0.0
2022-07-03 05:00:00,294.51047,0.0
2022-07-03 06:00:00,294.82104,18.546112
2022-07-03 07:00:00,296.0629,107.49917
2022-07-03 08:00:00,297.14905,270.97583
2022-07-03 09:00:00,297.88412,409.19522
2022-07-03 10:00:00,298.21445,445.70374
2022-07-03 11:00:00,298.79703,580.05145
2022-07-03 12:00:00,298.7897,518.0135
2022-07-03 13:00:00,298.74088,510.02167
2022-07-03 14:00:00,298.4655,432.60138
2022-07-03 15:00:00,298.67755,426.4064
2022-07-03 16:00:00,298.47433,327.10638
2022-07-03 17:00:00,298.11005,199.47806
2022-07-03 18:00:00,297.53088,101.57806
2022-07-03 19:00:00,296.86908,16.619167
2022-07-03 20:00:00,296.39673,0.0
2022-07-03 21:00:00,296.08313,0.00027777778
2022-07-03 22:00:00,295.73788,0.0
2022-07-03 23:00:00,295.4198,0.0
2022-07-04 00:00:00,295.18527,0.0
2022-07-04 01:00:00,294.9591,0.0
2022-07-04 02:00:00,294.85266,0.0
2022-07-04 03:00:00,295.17203,0.0
2022-07-04 04:00:00,295.04904,0.0
2022-07-04 05:00:00,294.9841,0.0
2022-07-04 06:00:00,295.21188,20.540277
2022-07-04 07:00:00,296.86734,139.695
2022-07-04 08:00:00,298.117,303.8886
2022-07-04 09:00:00,298.76926,420.54654
2022-07-04 10:00:00,299.3158,590.11426
2022-07-04 11:00:00,299.59518,629.3476
2022-07-04 12:00:00,299.5355,659.56696
2022-07-04 13:00:00,299.4612,683.92725
2022-07-04 14:00:00,298.8151,539.3458
2022-07-04 15:00:00,298.51694,407.85138
2022-07-04 16:00:00,298.09726,266.93167
2022-07-04 17:00:00,297.89847,196.65527
2022-07-04 18:00:00,297.39365,85.32166
2022-07-04 19:00:00,296.85922,15.865
2022-07-04 20:00:00,296.41354,0.0
2022-07-04 21:00:00,296.04828,0.0
2022-07-04 22:00:00,295.64352,0.0
2022-07-04 23:00:00,295.43582,0.0
2022-07-05 00:00:00,295.35306,0.0
2022-07-05 01:00:00,295.26694,0.0
2022-07-05 02:00:00,295.01984,0.0
2022-07-05 03:00:00,294.83356,0.0
2022-07-05 04:00:00,294.7145,0.0
2022-07-05 05:00:00,294.63898,0.0
2022-07-05 06:00:00,294.92123,18.090279
2022-07-05 07:00:00,296.25787,112.84194
2022-07-05 08:00:00,297.35507,277.71054
2022-07-05 09:00:00,298.1825,413.08273
2022-07-05 10:00:00,298.53534,494.70273
2022-07-05 11:00:00,298.36703,494.23203
2022-07-05 12:00:00,298.32233,450.16223
2022-07-05 13:00:00,297.85663,366.25348
2022-07-05 14:00:00,298.2804,469.65485
2022-07-05 15:00:00,297.8715,345.03
2022-07-05 16:00:00,297.96948,309.22083
2022-07-05 17:00:00,297.7289,217.60194
2022-07-05 18:00:00,297.33276,110.367775
2022-07-05 19:00:00,296.82257,17.87889
2022-07-05 20:00:00,296.36417,0.0
2022-07-05 21:00:00,295.9789,0.0
2022-07-05 22:00:00,295.72876,0.0
2022-07-05 23:00:00,295.54752,0.0
2022-07-06 00:00:00,295.3106,0.0
2022-07-06 01:00:00,295.0659,0.0
2022-07-06 02:00:00,294.8735,0.0
2022-07-06 03:00:00,294.35614,0.0
2022-07-06 04:00:00,294.23935,0.0
2022-07-06 05:00:00,294.21484,0.0
2022-07-06 06:00:00,294.46686,22.151388
2022-07-06 07:00:00,296.53845,153.20334
2022-07-06 08:00:00,297.60675,314.68362
2022-07-06 09:00:00,298.657,463.95734
2022-07-06 10:00:00,299.4186,627.331
2022-07-06 11:00:00,299.56308,708.4977
2022-07-06 12:00:00,299.62823,710.1371
2022-07-06 13:00:00,299.59885,660.67554
2022-07-06 14:00:00,298.89487,562.00336
2022-07-06 15:00:00,299.1137,507.2636
2022-07-06 16:00:00,298.82474,423.97168
2022-07-06 17:00:00,298.25574,230.4589
2022-07-06 18:00:00,297.69986,108.36444
2022-07-06 19:00:00,297.17914,17.889444
2022-07-06 20:00:00,296.8018,0.0
2022-07-06 21:00:00,296.5226,0.0
2022-07-06 22:00:00,296.0869,0.0
2022-07-06 23:00:00,295.6994,0.0
2022-07-07 00:00:00,295.30405,0.0
2022-07-07 01:00:00,294.984,0.0
2022-07-07 02:00:00,294.70337,0.0
2022-07-07 03:00:00,294.93027,0.0
2022-07-07 04:00:00,294.71393,0.0
2022-07-07 05:00:00,294.51108,0.0
2022-07-07 06:00:00,294.7538,22.623888
2022-07-07 07:00:00,296.50513,156.71445
2022-07-07 08:00:00,297.75385,352.93167
2022-07-07 09:00:00,298.84897,555.25903
2022-07-07 10:00:00,299.5073,707.9175
2022-07-07 11:00:00,299.78473,725.4435
2022-07-07 12:00:00,300.08243,837.5933
2022-07-07 13:00:00,299.87427,803.41223
2022-07-07 14:00:00,299.58585,658.9083
2022-07-07 15:00:00,299.82037,614.7711
2022-07-07 16:00:00,299.3332,487.97
2022-07-07 17:00:00,298.74335,309.74777
2022-07-07 18:00:00,298.15283,145.61055
2022-07-07 19:00:00,297.50458,24.48889
2022-07-07 20:00:00,297.00134,0.0
2022-07-07 21:00:00,296.62494,0.0
2022-07-07 22:00:00,296.29755,0.0
2022-07-07 23:00:00,296.08853,0.0
2022-07-08 00:00:00,295.83517,0.0
2022-07-08 01:00:00,295.461,0.0
2022-07-08 02:00:00,295.12402,0.0
2022-07-08 03:00:00,295.0885,0.0
2022-07-08 04:00:00,294.86798,0.0
2022-07-08 05:00:00,294.63113,0.0
2022-07-08 06:00:00,294.989,25.011667
2022-07-08 07:00:00,297.16675,178.74889
2022-07-08 08:00:00,298.45605,382.87888
2022-07-08 09:00:00,299.24832,546.48
2022-07-08 10:00:00,300.0587,731.66473
2022-07-08 11:00:00,300.25122,782.0392
2022-07-08 12:00:00,300.3028,818.92474
2022-07-08 13:00:00,300.2967,783.5147
2022-07-08 14:00:00,300.4572,779.6386
2022-07-08 15:00:00,300.1398,613.54083
2022-07-08 16:00:00,299.89185,464.27167
2022-07-08 17:00:00,299.4957,318.04224
2022-07-08 18:00:00,298.94226,155.19444
2022-07-08 19:00:00,298.15814,26.704445
2022-07-08 20:00:00,297.5028,0.0
2022-07-08 21:00:00,297.13388,0.0
2022-07-08 22:00:00,296.7364,0.0
2022-07-08 23:00:00,296.18066,0.0
2022-07-09 00:00:00,295.86942,0.0
2022-07-09 01:00:00,295.61218,0.0
2022-07-09 02:00:00,295.33945,0.0
2022-07-09 03:00:00,295.31622,0.0
2022-07-09 04:00:00,295.03934,0.0
2022-07-09 05:00:00,294.72156,0.0
2022-07-09 06:00:00,294.84616,22.692223
2022-07-09 07:00:00,297.0752,165.75667
2022-07-09 08:00:00,298.64163,382.55
2022-07-09 09:00:00,299.67114,590.76355
2022-07-09 10:00:00,300.42493,771.2667
2022-07-09 11:00:00,300.80994,871.6654
2022-07-09 12:00:00,300.74387,823.06683
2022-07-09 13:00:00,300.65585,818.75
2022-07-09 14:00:00,300.55222,794.30585
2022-07-09 15:00:00,300.32608,614.5561
2022-07-09 16:00:00,300.19458,474.83612
2022-07-09 17:00:00,299.6472,310.2861
2022-07-09 18:00:00,299.05246,143.12222
2022-07-09 19:00:00,298.31458,25.32611
2022-07-09 20:00:00,297.61655,0.0
2022-07-09 21:00:00,297.1722,0.0
2022-07-09 22:00:00,296.92352,0.0
2022-07-09 23:00:00,296.6277,0.0
2022-07-10 00:00:00,296.4606,0.0
2022-07-10 01:00:00,296.1394,0.0
2022-07-10 02:00:00,295.9429,0.0
2022-07-10 03:00:00,295.93665,0.0
2022-07-10 04:00:00,295.70966,0.0
2022-07-10 05:00:00,295.3123,0.0
2022-07-10 06:00:00,295.3537,21.422777
2022-07-10 07:00:00,297.2745,163.26167
2022-07-10 08:00:00,298.6855,368.79944
2022-07-10 09:00:00,299.68195,573.57874
2022-07-10 10:00:00,300.5522,759.2111
2022-07-10 11:00:00,301.1584,873.19
2022-07-10 12:00:00,301.46997,917.74347
2022-07-10 13:00:00,301.51593,937.4792
2022-07-10 14:00:00,301.27667,805.07025
2022-07-10 15:00:00,300.694,669.0845
2022-07-10 16:00:00,300.21362,462.44333
2022-07-10 17:00:00,299.66882,313.06055
2022-07-10 18:00:00,298.98718,154.33833
2022-07-10 19:00:00,298.28775,19.575556
2022-07-10 20:00:00,297.70593,0.0
2022-07-10 21:00:00,297.3608,0.0
2022-07-10 22:00:00,296.91284,0.0
2022-07-10 23:00:00,296.65176,0.0
2022-07-11 00:00:00,296.4766,0.0
2022-07-11 01:00:00,296.28656,0.0
2022-07-11 02:00:00,296.01428,0.0
2022-07-11 03:00:00,296.00858,0.0
2022-07-11 04:00:00,295.8073,0.0
2022-07-11 05:00:00,295.69263,0.0
