taipei_time,averaged_t2m,averaged_ssrd_w_m2
2019-07-01 00:00:00,296.04166,0.0
2019-07-01 01:00:00,295.71628,0.0
2019-07-01 02:00:00,295.5521,0.0
2019-07-01 03:00:00,295.72525,0.0
2019-07-01 04:00:00,295.62677,0.0
2019-07-01 05:00:00,295.48822,0.0
2019-07-01 06:00:00,295.74094,26.92
2019-07-01 07:00:00,297.69193,177.98833
2019-07-01 08:00:00,298.66174,356.215
2019-07-01 09:00:00,299.52228,544.5952
2019-07-01 10:00:00,299.98505,630.585
2019-07-01 11:00:00,300.445,786.6826
2019-07-01 12:00:00,300.45352,774.6865
2019-07-01 13:00:00,300.13446,691.5928
2019-07-01 14:00:00,300.08487,637.2172
2019-07-01 15:00:00,300.1831,539.4275
2019-07-01 16:00:00,299.8947,437.9497
2019-07-01 17:00:00,299.2851,270.705
2019-07-01 18:00:00,298.52475,124.579445
2019-07-01 19:00:00,297.77594,19.206112
2019-07-01 20:00:00,297.33368,0.0
2019-07-01 21:00:00,297.11777,0.0
2019-07-01 22:00:00,296.76047,0.0
2019-07-01 23:00:00,296.41458,0.0
2019-07-02 00:00:00,296.25037,0.0
2019-07-02 01:00:00,296.12573,0.0
2019-07-02 02:00:00,295.97638,0.0
2019-07-02 03:00:00,295.9433,0.0
2019-07-02 04:00:00,295.94354,0.0
2019-07-02 05:00:00,295.92847,0.0
2019-07-02 06:00:00,295.92905,16.041111
2019-07-02 07:00:00,296.76462,112.79667
2019-07-02 08:00:00,297.3722,200.90778
2019-07-02 09:00:00,297.77338,261.318
2019-07-02 10:00:00,298.28387,360.70612
2019-07-02 11:00:00,298.5441,429.9364
2019-07-02 12:00:00,298.9339,559.9652
2019-07-02 13:00:00,299.04013,530.8632
2019-07-02 14:00:00,298.86203,455.98834
2019-07-02 15:00:00,298.07678,304.15167
2019-07-02 16:00:00,297.90942,261.005
2019-07-02 17:00:00,297.56775,184.37833
2019-07-02 18:00:00,296.98663,65.975
2019-07-02 19:00:00,296.58054,12.67
2019-07-02 20:00:00,296.36646,0.0
2019-07-02 21:00:00,296.22183,0.0
2019-07-02 22:00:00,296.1631,0.0
2019-07-02 23:00:00,296.0407,0.0
2019-07-03 00:00:00,295.90817,0.0
2019-07-03 01:00:00,295.83197,0.0
2019-07-03 02:00:00,295.7541,0.0
2019-07-03 03:00:00,295.7878,0.0
2019-07-03 04:00:00,295.73413,0.0
2019-07-03 05:00:00,295.56262,0.0
2019-07-03 06:00:00,295.66412,16.447222
2019-07-03 07:00:00,296.4928,85.13944
2019-07-03 08:00:00,297.38138,220.82361
2019-07-03 09:00:00,298.12415,346.99902
2019-07-03 10:00:00,298.49432,441.12256
2019-07-03 11:00:00,298.59308,466.4841
2019-07-03 12:00:00,298.97922,488.36804
2019-07-03 13:00:00,299.23764,521.1397
2019-07-03 14:00:00,298.4805,426.22293
2019-07-03 15:00:00,298.2426,346.5189
2019-07-03 16:00:00,297.84326,212.93361
2019-07-03 17:00:00,297.84564,168.03944
2019-07-03 18:00:00,297.63092,84.73861
2019-07-03 19:00:00,297.16998,13.483889
2019-07-03 20:00:00,296.72037,0.0
2019-07-03 21:00:00,296.2866,0.0
2019-07-03 22:00:00,296.06055,0.0
2019-07-03 23:00:00,295.8996,0.0
2019-07-04 00:00:00,295.77106,0.0
2019-07-04 01:00:00,295.73206,0.0
2019-07-04 02:00:00,295.62415,0.0
2019-07-04 03:00:00,295.69568,0.0
2019-07-04 04:00:00,295.6952,0.0
2019-07-04 05:00:00,295.5528,0.0
2019-07-04 06:00:00,295.63007,16.525833
2019-07-04 07:00:00,296.82803,125.367775
2019-07-04 08:00:00,297.77277,278.545
2019-07-04 09:00:00,298.73465,445.2554
2019-07-04 10:00:00,299.45322,594.60065
2019-07-04 11:00:00,299.7648,668.58673
2019-07-04 12:00:00,299.64853,626.8508
2019-07-04 13:00:00,299.66605,648.73724
2019-07-04 14:00:00,299.53714,535.43335
2019-07-04 15:00:00,299.1057,428.57306
2019-07-04 16:00:00,298.76498,270.1814
2019-07-04 17:00:00,298.72778,240.96695
2019-07-04 18:00:00,298.2663,122.58945
2019-07-04 19:00:00,297.65094,17.976944
2019-07-04 20:00:00,297.11298,0.0
2019-07-04 21:00:00,296.77844,0.0
2019-07-04 22:00:00,296.55875,0.0
2019-07-04 23:00:00,296.388,0.0
2019-07-05 00:00:00,296.28165,0.0
2019-07-05 01:00:00,296.08148,0.0
2019-07-05 02:00:00,295.87634,0.0
2019-07-05 03:00:00,295.8908,0.0
2019-07-05 04:00:00,295.70758,0.0
2019-07-05 05:00:00,295.64563,0.0
2019-07-05 06:00:00,295.77118,13.793889
2019-07-05 07:00:00,296.5221,87.21028
2019-07-05 08:00:00,297.3637,207.1939
2019-07-05 09:00:00,298.1254,309.0516
2019-07-05 10:00:00,298.9518,481.97925
2019-07-05 11:00:00,299.46362,561.44
2019-07-05 12:00:00,299.6757,606.9286
2019-07-05 13:00:00,299.44574,531.8289
2019-07-05 14:00:00,299.1742,462.69305
2019-07-05 15:00:00,299.3748,411.50027
2019-07-05 16:00:00,299.26297,317.63693
2019-07-05 17:00:00,298.92044,215.15862
2019-07-05 18:00:00,298.43668,107.09889
2019-07-05 19:00:00,297.74002,18.644722
2019-07-05 20:00:00,297.2433,0.0
2019-07-05 21:00:00,296.83517,0.0
2019-07-05 22:00:00,296.54587,0.0
2019-07-05 23:00:00,296.22202,0.0
2019-07-06 00:00:00,295.99536,0.0
2019-07-06 01:00:00,295.71487,0.0
2019-07-06 02:00:00,295.53516,0.0
2019-07-06 03:00:00,295.67578,0.0
2019-07-06 04:00:00,295.67596,0.0
2019-07-06 05:00:00,295.72183,0.0
2019-07-06 06:00:00,295.88474,12.819445
2019-07-06 07:00:00,296.63715,92.8475
2019-07-06 08:00:00,297.55185,212.40555
2019-07-06 09:00:00,298.19135,334.0552
2019-07-06 10:00:00,298.62018,415.99814
2019-07-06 11:00:00,298.97516,501.25513
2019-07-06 12:00:00,299.06613,534.4518
2019-07-06 13:00:00,298.9558,482.37695
2019-07-06 14:00:00,299.03226,472.69528
2019-07-06 15:00:00,298.3683,298.3461
2019-07-06 16:00:00,298.3804,235.72166
2019-07-06 17:00:00,298.25293,185.19221
2019-07-06 18:00:00,297.79788,92.25222
2019-07-06 19:00:00,297.30328,15.756667
2019-07-06 20:00:00,296.94263,0.0
2019-07-06 21:00:00,296.67505,0.0
2019-07-06 22:00:00,296.46884,0.0
2019-07-06 23:00:00,296.24786,0.0
2019-07-07 00:00:00,296.0226,0.0
2019-07-07 01:00:00,295.9075,0.0
2019-07-07 02:00:00,295.68195,0.0
2019-07-07 03:00:00,295.80603,0.0
2019-07-07 04:00:00,295.6688,0.0
2019-07-07 05:00:00,295.50815,0.0
2019-07-07 06:00:00,295.60773,19.63139
2019-07-07 07:00:00,296.96088,130.39389
2019-07-07 08:00:00,298.04556,278.84888
2019-07-07 09:00:00,298.8669,434.55878
2019-07-07 10:00:00,299.49582,578.39484
2019-07-07 11:00:00,299.95563,692.4814
2019-07-07 12:00:00,300.31177,792.7797
2019-07-07 13:00:00,300.3085,747.54474
2019-07-07 14:00:00,299.88965,674.3147
2019-07-07 15:00:00,299.87714,589.73114
2019-07-07 16:00:00,299.1029,404.7536
2019-07-07 17:00:00,298.32132,235.84056
2019-07-07 18:00:00,297.7603,94.82833
2019-07-07 19:00:00,297.22192,15.8544445
2019-07-07 20:00:00,296.83118,0.00055555557
2019-07-07 21:00:00,296.55896,0.0
2019-07-07 22:00:00,296.38678,0.0
2019-07-07 23:00:00,296.20282,0.0
2019-07-08 00:00:00,295.982,0.0
2019-07-08 01:00:00,295.86588,0.0
2019-07-08 02:00:00,295.73587,0.0
2019-07-08 03:00:00,295.83734,0.0
2019-07-08 04:00:00,295.66418,0.0
2019-07-08 05:00:00,295.45587,0.0
2019-07-08 06:00:00,295.64255,17.122223
2019-07-08 07:00:00,296.87625,115.98055
2019-07-08 08:00:00,297.77454,263.49445
2019-07-08 09:00:00,298.39734,385.46442
2019-07-08 10:00:00,299.25482,577.9382
2019-07-08 11:00:00,299.72574,717.4295
2019-07-08 12:00:00,299.90906,696.9635
2019-07-08 13:00:00,299.5676,615.75525
2019-07-08 14:00:00,299.2734,543.4325
2019-07-08 15:00:00,299.53555,561.255
2019-07-08 16:00:00,298.98416,356.0564
2019-07-08 17:00:00,298.31924,213.31694
2019-07-08 18:00:00,297.65274,92.76611
2019-07-08 19:00:00,297.15982,14.141666
2019-07-08 20:00:00,296.7323,0.0
2019-07-08 21:00:00,296.4537,0.0
2019-07-08 22:00:00,296.24133,0.0
2019-07-08 23:00:00,296.04886,0.0
2019-07-09 00:00:00,295.9216,0.0
2019-07-09 01:00:00,295.71817,0.0
2019-07-09 02:00:00,295.6446,0.0
2019-07-09 03:00:00,295.65213,0.0
2019-07-09 04:00:00,295.53458,0.0
2019-07-09 05:00:00,295.39102,0.0
2019-07-09 06:00:00,295.4296,18.821667
2019-07-09 07:00:00,296.66083,119.18056
2019-07-09 08:00:00,297.6364,270.51443
2019-07-09 09:00:00,298.27063,414.13275
2019-07-09 10:00:00,298.80753,497.287
2019-07-09 11:00:00,299.17743,608.91693
2019-07-09 12:00:00,299.603,672.57947
2019-07-09 13:00:00,299.77304,681.97614
2019-07-09 14:00:00,299.44205,634.00195
2019-07-09 15:00:00,299.05295,467.05612
2019-07-09 16:00:00,298.8847,373.93
2019-07-09 17:00:00,298.58884,251.45139
2019-07-09 18:00:00,298.17264,129.64166
2019-07-09 19:00:00,297.3857,19.536667
2019-07-09 20:00:00,296.80475,0.0
2019-07-09 21:00:00,296.38608,0.0
2019-07-09 22:00:00,296.1993,0.0
2019-07-09 23:00:00,295.99738,0.0
2019-07-10 00:00:00,295.88837,0.0
2019-07-10 01:00:00,295.85547,0.0
2019-07-10 02:00:00,295.72983,0.0
2019-07-10 03:00:00,295.73312,0.0
2019-07-10 04:00:00,295.6215,0.0
2019-07-10 05:00:00,295.52573,0.0
2019-07-10 06:00:00,295.57327,16.745556
2019-07-10 07:00:00,296.64536,112.77944
2019-07-10 08:00:00,297.71683,269.535
2019-07-10 09:00:00,298.73203,455.36078
2019-07-10 10:00:00,299.43918,583.7574
2019-07-10 11:00:00,299.5612,655.2134
2019-07-10 12:00:00,299.6825,724.06683
2019-07-10 13:00:00,299.56915,680.0369
2019-07-10 14:00:00,298.91403,539.2497
2019-07-10 15:00:00,299.27594,535.17303
2019-07-10 16:00:00,298.67197,361.3989
2019-07-10 17:00:00,298.19446,230.65527
2019-07-10 18:00:00,297.687,98.87111
2019-07-10 19:00:00,297.21768,16.312222
2019-07-10 20:00:00,296.88373,0.0
2019-07-10 21:00:00,296.54538,0.0
2019-07-10 22:00:00,296.23764,0.0
2019-07-10 23:00:00,296.1058,0.0
2019-07-11 00:00:00,295.9359,0.0
2019-07-11 01:00:00,295.8109,0.0
2019-07-11 02:00:00,295.7324,0.0
2019-07-11 03:00:00,295.58575,0.0
2019-07-11 04:00:00,295.4826,0.0
2019-07-11 05:00:00,295.45242,0.0
