taipei_time,averaged_t2m,averaged_ssrd_w_m2
2018-07-01 00:00:00,295.1447,0.0
2018-07-01 01:00:00,294.98328,0.0
2018-07-01 02:00:00,294.78586,0.0
2018-07-01 03:00:00,294.87552,0.0
2018-07-01 04:00:00,294.71634,0.0
2018-07-01 05:00:00,294.60013,0.0
2018-07-01 06:00:00,294.83942,22.637777
2018-07-01 07:00:00,296.19058,154.37111
2018-07-01 08:00:00,297.34402,354.02554
2018-07-01 09:00:00,298.3289,539.9936
2018-07-01 10:00:00,299.13623,682.1707
2018-07-01 11:00:00,299.4953,783.8738
2018-07-01 12:00:00,298.97437,722.4686
2018-07-01 13:00:00,298.57278,652.1875
2018-07-01 14:00:00,298.03497,457.7414
2018-07-01 15:00:00,297.61942,374.2164
2018-07-01 16:00:00,297.34604,248.63806
2018-07-01 17:00:00,297.20172,205.49055
2018-07-01 18:00:00,296.6907,77.48944
2018-07-01 19:00:00,296.238,12.857778
2018-07-01 20:00:00,295.846,0.0
2018-07-01 21:00:00,295.461,0.0
2018-07-01 22:00:00,295.2214,0.0
2018-07-01 23:00:00,295.06805,0.0
2018-07-02 00:00:00,294.73178,0.0
2018-07-02 01:00:00,294.55835,0.0
2018-07-02 02:00:00,294.51944,0.0
2018-07-02 03:00:00,294.7019,0.0
2018-07-02 04:00:00,294.79282,0.0
2018-07-02 05:00:00,294.8303,0.0
2018-07-02 06:00:00,294.91962,15.137777
2018-07-02 07:00:00,295.78568,95.454445
2018-07-02 08:00:00,296.3021,177.265
2018-07-02 09:00:00,297.03522,290.97226
2018-07-02 10:00:00,297.53058,372.49164
2018-07-02 11:00:00,298.02338,464.97638
2018-07-02 12:00:00,298.47128,527.141
2018-07-02 13:00:00,298.36093,490.46194
2018-07-02 14:00:00,298.25308,436.84375
2018-07-02 15:00:00,297.11044,244.76
2018-07-02 16:00:00,296.9402,192.60167
2018-07-02 17:00:00,296.9567,162.85445
2018-07-02 18:00:00,296.66147,95.17083
2018-07-02 19:00:00,296.19733,15.033889
2018-07-02 20:00:00,295.84552,0.0
2018-07-02 21:00:00,295.48822,0.0
2018-07-02 22:00:00,295.0745,0.0
2018-07-02 23:00:00,294.76385,0.0
2018-07-03 00:00:00,294.70514,0.0
2018-07-03 01:00:00,294.63672,0.0
2018-07-03 02:00:00,294.55728,0.0
2018-07-03 03:00:00,294.85205,0.0
2018-07-03 04:00:00,294.76855,0.0
2018-07-03 05:00:00,294.78198,0.0
2018-07-03 06:00:00,295.057,20.754168
2018-07-03 07:00:00,296.27893,124.221664
2018-07-03 08:00:00,297.2253,261.50195
2018-07-03 09:00:00,298.06543,419.11356
2018-07-03 10:00:00,298.68774,514.81915
2018-07-03 11:00:00,299.00034,607.6673
2018-07-03 12:00:00,299.15607,617.7754
2018-07-03 13:00:00,298.85025,536.9876
2018-07-03 14:00:00,298.65253,488.46054
2018-07-03 15:00:00,298.28357,350.8725
2018-07-03 16:00:00,298.0446,247.78334
2018-07-03 17:00:00,297.89807,177.69305
2018-07-03 18:00:00,297.53268,111.257225
2018-07-03 19:00:00,296.84473,19.971666
2018-07-03 20:00:00,296.28226,0.0
2018-07-03 21:00:00,295.92505,0.0
2018-07-03 22:00:00,295.55716,0.0
2018-07-03 23:00:00,295.2127,0.0
2018-07-04 00:00:00,295.01013,0.0
